class,cap-shape,cap-surface,cap-color,bruises,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,ring-number,ring-type,spore-print-color,population,habitat
e,x,f,e,t,c,b,n,t,b,s,s,g,g,o,p,n,y,d
e,f,f,n,t,c,b,p,t,b,s,s,g,p,o,p,k,y,d
p,x,f,g,f,c,b,h,e,b,k,k,b,p,o,l,h,y,g
e,x,y,e,t,c,b,w,t,b,s,s,w,w,o,p,n,v,d
e,x,f,g,t,c,b,u,t,b,s,s,p,g,o,p,k,v,d
e,x,f,e,t,c,b,n,t,b,s,s,p,w,o,p,n,v,d
e,x,f,e,t,c,b,n,t,b,s,s,p,g,o,p,k,y,d
e,x,y,e,t,c,b,n,t,b,s,s,g,w,o,p,k,v,d
e,f,f,n,t,c,b,w,t,b,s,s,w,g,o,p,n,y,d
e,f,f,n,t,c,b,u,t,b,s,s,g,p,o,p,k,v,d
e,x,y,n,t,c,b,w,t,b,s,s,w,g,o,p,k,v,d
e,x,f,e,t,c,b,u,t,b,s,s,g,w,o,p,n,y,d
e,x,y,e,t,c,b,w,t,b,s,s,p,g,o,p,k,v,d
e,x,y,n,t,c,b,n,t,b,s,s,p,g,o,p,k,y,d
e,x,y,g,t,c,b,u,t,b,s,s,w,w,o,p,k,v,d
e,x,y,n,t,c,b,u,t,b,s,s,g,w,o,p,k,v,d
e,x,y,e,t,c,b,p,t,b,s,s,w,p,o,p,n,y,d
e,x,f,e,t,c,b,u,t,b,s,s,g,p,o,p,n,y,d
e,x,f,e,t,c,b,u,t,b,s,s,w,p,o,p,k,y,d
e,x,y,e,t,c,b,p,t,b,s,s,w,g,o,p,n,v,d
e,x,y,n,t,c,b,p,t,b,s,s,g,w,o,p,k,y,d
e,x,f,e,t,c,b,p,t,b,s,s,p,p,o,p,n,y,d
e,f,f,e,t,c,b,w,t,b,s,s,g,p,o,p,n,v,d
e,f,f,n,t,c,b,w,t,b,s,s,p,w,o,p,k,y,d
e,x,y,e,t,c,b,u,t,b,s,s,w,w,o,p,k,v,d
e,x,f,n,t,c,b,u,t,b,s,s,g,w,o,p,n,v,d
e,x,y,e,t,c,b,n,t,b,s,s,g,p,o,p,n,y,d
e,f,f,g,t,c,b,p,t,b,s,s,g,p,o,p,n,y,d
e,x,y,n,t,c,b,p,t,b,s,s,g,w,o,p,n,v,d
e,f,y,e,t,c,b,n,t,b,s,s,p,p,o,p,k,v,d
e,x,y,n,t,c,b,u,t,b,s,s,g,p,o,p,k,y,d
e,x,y,e,t,c,b,p,t,b,s,s,p,g,o,p,n,y,d
e,x,y,g,t,c,b,u,t,b,s,s,p,g,o,p,n,y,d
e,f,y,g,t,c,b,p,t,b,s,s,w,p,o,p,k,v,d
e,x,y,n,t,c,b,u,t,b,s,s,w,w,o,p,n,y,d
e,x,s,g,f,w,b,h,t,e,f,s,w,w,o,e,k,s,g
e,f,f,n,t,c,b,n,t,b,s,s,w,g,o,p,n,y,d
e,x,y,g,t,c,b,w,t,b,s,s,g,p,o,p,n,y,d
e,x,y,g,t,c,b,n,t,b,s,s,w,p,o,p,k,y,d
e,x,f,n,t,c,b,u,t,b,s,s,g,w,o,p,k,y,d
e,x,f,e,t,c,b,u,t,b,s,s,g,g,o,p,n,v,d
e,x,y,e,t,c,b,n,t,b,s,s,g,g,o,p,k,y,d
e,x,y,n,t,c,b,w,t,b,s,s,w,g,o,p,k,y,d
e,x,f,e,t,c,b,w,t,b,s,s,p,g,o,p,k,y,d
e,x,y,e,t,c,b,u,t,b,s,s,p,w,o,p,k,y,d
e,x,y,n,t,c,b,u,t,b,s,s,g,w,o,p,n,y,d
e,f,f,g,t,c,b,p,t,b,s,s,w,w,o,p,n,y,d
e,x,f,e,t,c,b,u,t,b,s,s,w,w,o,p,k,y,d
e,f,y,n,t,c,b,p,t,b,s,s,p,g,o,p,k,v,d
e,x,y,n,t,c,b,w,t,b,s,s,p,g,o,p,n,v,d
e,x,f,e,t,c,b,w,t,b,s,s,g,w,o,p,n,y,d
e,x,f,g,t,c,b,n,t,b,s,s,p,g,o,p,k,v,d
e,x,y,n,t,c,b,u,t,b,s,s,w,w,o,p,k,y,d
e,x,y,g,t,c,b,n,t,b,s,s,w,g,o,p,n,y,d
p,x,f,g,f,c,n,p,e,b,s,s,w,w,o,p,k,v,d
e,x,y,n,t,c,b,n,t,b,s,s,p,w,o,p,n,y,d
e,x,f,g,t,c,b,p,t,b,s,s,p,p,o,p,n,y,d
e,x,y,n,t,c,b,n,t,b,s,s,g,p,o,p,k,y,d
e,x,y,g,t,c,b,w,t,b,s,s,g,g,o,p,k,v,d
e,x,y,n,t,c,b,w,t,b,s,s,g,p,o,p,n,v,d
e,f,f,n,t,c,b,p,t,b,s,s,w,g,o,p,n,v,d
e,f,f,n,t,c,b,w,t,b,s,s,p,p,o,p,k,y,d
e,x,y,n,t,c,b,n,t,b,s,s,w,p,o,p,n,v,d
e,f,f,n,t,c,b,p,t,b,s,s,p,w,o,p,k,y,d
e,f,f,n,t,c,b,w,t,b,s,s,w,w,o,p,n,y,d
e,f,y,g,t,c,b,u,t,b,s,s,w,w,o,p,k,y,d
e,x,f,g,t,c,b,u,t,b,s,s,p,w,o,p,k,y,d
e,x,y,g,t,c,b,w,t,b,s,s,w,g,o,p,k,y,d
e,x,y,g,t,c,b,u,t,b,s,s,w,g,o,p,n,v,d
e,f,f,n,t,c,b,u,t,b,s,s,g,p,o,p,n,v,d
e,x,f,g,t,c,b,n,t,b,s,s,w,p,o,p,n,v,d
p,x,f,g,f,c,b,g,e,b,k,k,b,p,o,l,h,v,d
e,f,f,n,t,c,b,w,t,b,s,s,p,w,o,p,n,v,d
e,x,y,g,t,c,b,w,t,b,s,s,g,g,o,p,k,y,d
e,x,f,g,t,c,b,u,t,b,s,s,w,g,o,p,n,y,d
p,x,f,g,f,c,b,g,e,b,k,k,b,p,o,l,h,y,d
e,f,f,n,t,c,b,u,t,b,s,s,w,w,o,p,n,v,d
e,x,y,e,t,c,b,n,t,b,s,s,g,p,o,p,n,v,d
e,x,y,n,t,c,b,u,t,b,s,s,g,g,o,p,k,v,d
e,x,f,e,t,c,b,p,t,b,s,s,p,g,o,p,k,v,d
e,x,f,e,t,c,b,p,t,b,s,s,g,p,o,p,n,y,d
e,x,y,n,t,c,b,p,t,b,s,s,w,p,o,p,n,v,d
e,f,f,n,t,c,b,n,t,b,s,s,w,p,o,p,k,v,d
e,x,f,e,t,c,b,n,t,b,s,s,g,p,o,p,n,v,d
e,x,f,g,t,c,b,w,t,b,s,s,w,p,o,p,k,v,d
e,f,f,n,t,c,b,u,t,b,s,s,g,p,o,p,k,y,d
e,x,y,e,t,c,b,p,t,b,s,s,g,p,o,p,n,v,d
e,x,f,g,t,c,b,u,t,b,s,s,g,w,o,p,k,y,d
e,f,f,g,t,c,b,p,t,b,s,s,p,w,o,p,k,y,d
e,f,f,g,t,c,b,p,t,b,s,s,g,g,o,p,k,v,d
e,f,f,n,t,c,b,n,t,b,s,s,g,w,o,p,k,y,d
e,x,f,n,t,c,b,w,t,b,s,s,p,w,o,p,n,y,d
e,x,y,e,t,c,b,w,t,b,s,s,g,g,o,p,n,y,d
e,f,s,g,f,w,b,p,t,e,f,f,w,w,o,e,k,s,g
e,x,y,e,t,c,b,p,t,b,s,s,g,w,o,p,k,y,d
e,f,f,g,t,c,b,p,t,b,s,s,g,w,o,p,n,y,d
e,x,y,e,t,c,b,w,t,b,s,s,g,p,o,p,k,y,d
e,x,f,g,t,c,b,u,t,b,s,s,w,w,o,p,n,v,d
e,f,f,n,t,c,b,w,t,b,s,s,w,g,o,p,k,y,d
e,x,f,e,t,c,b,w,t,b,s,s,p,g,o,p,n,v,d
e,x,f,e,t,c,b,n,t,b,s,s,g,w,o,p,n,v,d
e,x,f,g,t,c,b,w,t,b,s,s,w,g,o,p,k,v,d
p,x,f,w,f,w,n,g,e,b,s,s,w,w,o,p,n,s,d
e,x,y,e,t,c,b,p,t,b,s,s,p,p,o,p,n,y,d
e,x,f,e,t,c,b,n,t,b,s,s,w,p,o,p,k,v,d
e,x,y,n,t,c,b,w,t,b,s,s,p,w,o,p,n,y,d
e,f,f,w,f,w,b,h,t,e,s,s,w,w,o,e,n,s,g
e,x,f,g,t,c,b,n,t,b,s,s,g,w,o,p,n,y,d
e,f,f,g,t,c,b,n,t,b,s,s,w,p,o,p,n,v,d
e,x,f,g,t,c,b,w,t,b,s,s,p,g,o,p,n,y,d
e,f,y,e,t,c,b,w,t,b,s,s,w,p,o,p,k,y,d
e,x,f,e,t,c,b,n,t,b,s,s,p,p,o,p,k,y,d
e,x,y,n,t,c,b,n,t,b,s,s,g,g,o,p,k,v,d
e,x,y,e,t,c,b,n,t,b,s,s,g,g,o,p,n,v,d
e,x,f,e,t,c,b,n,t,b,s,s,w,w,o,p,n,v,d
e,f,y,e,t,c,b,n,t,b,s,s,w,w,o,p,k,v,d
e,f,f,n,t,c,b,w,t,b,s,s,p,g,o,p,n,v,d
e,x,y,g,t,c,b,p,t,b,s,s,w,w,o,p,n,v,d
e,x,y,g,t,c,b,p,t,b,s,s,g,w,o,p,n,y,d
e,x,f,g,t,c,b,n,t,b,s,s,g,p,o,p,n,v,d
e,x,f,e,t,c,b,w,t,b,s,s,g,p,o,p,n,v,d
e,x,f,n,t,c,b,w,t,b,s,s,g,w,o,p,k,y,d
e,f,f,n,f,w,b,n,t,e,f,f,w,w,o,e,k,s,g
e,x,f,e,t,c,b,w,t,b,s,s,w,g,o,p,n,y,d
e,x,y,g,t,c,b,n,t,b,s,s,g,g,o,p,n,y,d
e,x,y,n,t,c,b,u,t,b,s,s,p,p,o,p,k,v,d
e,x,f,g,t,c,b,p,t,b,s,s,g,p,o,p,n,y,d
e,x,y,e,t,c,b,n,t,b,s,s,p,g,o,p,n,y,d
e,f,f,n,t,c,b,u,t,b,s,s,p,w,o,p,k,v,d
e,x,y,g,t,c,b,u,t,b,s,s,w,w,o,p,k,y,d
e,f,f,g,t,c,b,p,t,b,s,s,p,g,o,p,n,v,d
e,x,f,e,t,c,b,u,t,b,s,s,p,p,o,p,k,v,d
e,f,f,n,t,c,b,n,t,b,s,s,w,g,o,p,k,v,d
e,x,y,g,t,c,b,p,t,b,s,s,g,p,o,p,n,y,d
e,x,y,n,t,c,b,p,t,b,s,s,w,p,o,p,n,y,d
e,x,y,e,t,c,b,w,t,b,s,s,w,p,o,p,k,v,d
e,x,f,e,t,c,b,u,t,b,s,s,p,p,o,p,k,y,d
e,x,f,n,t,c,b,u,t,b,s,s,w,w,o,p,n,v,d
e,f,f,n,t,c,b,n,t,b,s,s,p,p,o,p,k,y,d
e,x,y,g,t,c,b,n,t,b,s,s,w,w,o,p,k,v,d
e,x,f,e,t,c,b,w,t,b,s,s,p,p,o,p,n,y,d
e,f,f,n,t,c,b,w,t,b,s,s,w,p,o,p,n,v,d
e,f,f,n,t,c,b,n,t,b,s,s,p,p,o,p,n,y,d
e,x,y,e,t,c,b,u,t,b,s,s,g,p,o,p,k,y,d
e,x,f,g,t,c,b,u,t,b,s,s,p,g,o,p,k,y,d
e,x,f,g,t,c,b,u,t,b,s,s,g,g,o,p,k,v,d
p,x,f,p,f,w,n,u,e,b,s,s,w,w,o,p,k,v,d
e,x,y,n,t,c,b,p,t,b,s,s,g,g,o,p,n,y,d
e,x,f,e,t,c,b,p,t,b,s,s,w,p,o,p,n,v,d
e,f,s,n,f,w,b,p,t,e,f,f,w,w,o,e,n,s,g
e,x,y,g,t,c,b,p,t,b,s,s,p,g,o,p,k,y,d
e,x,y,g,t,c,b,u,t,b,s,s,p,p,o,p,k,y,d
e,x,f,n,t,c,b,u,t,b,s,s,p,w,o,p,k,y,d
e,f,f,g,t,c,b,n,t,b,s,s,p,w,o,p,n,y,d
e,x,f,g,t,c,b,w,t,b,s,s,g,p,o,p,n,v,d
e,x,y,n,t,c,b,w,t,b,s,s,g,p,o,p,k,y,d
e,x,f,e,t,c,b,w,t,b,s,s,g,p,o,p,n,y,d
e,x,f,n,t,c,b,u,t,b,s,s,p,p,o,p,n,v,d
e,f,f,g,t,c,b,n,t,b,s,s,g,p,o,p,n,v,d
e,f,f,n,t,c,b,w,t,b,s,s,g,g,o,p,n,y,d
e,x,y,g,t,c,b,w,t,b,s,s,g,g,o,p,n,v,d
e,x,y,e,t,c,b,u,t,b,s,s,w,w,o,p,n,y,d
e,x,y,g,t,c,b,p,t,b,s,s,p,w,o,p,k,v,d
e,f,f,g,t,c,b,p,t,b,s,s,g,w,o,p,k,y,d
e,x,f,e,t,c,b,u,t,b,s,s,p,w,o,p,n,y,d
p,x,s,p,f,w,n,u,e,b,s,s,w,w,o,p,k,s,d
e,f,y,n,t,c,b,w,t,b,s,s,p,p,o,p,k,v,d
e,x,y,e,t,c,b,w,t,b,s,s,g,g,o,p,k,v,d
e,x,y,g,t,c,b,u,t,b,s,s,g,w,o,p,k,y,d
e,x,y,g,t,c,b,n,t,b,s,s,g,g,o,p,k,v,d
e,x,f,g,t,c,b,n,t,b,s,s,g,g,o,p,k,y,d
e,x,f,e,t,c,b,n,t,b,s,s,g,p,o,p,n,y,d
e,x,y,n,t,c,b,u,t,b,s,s,p,p,o,p,n,y,d
e,x,y,g,t,c,b,p,t,b,s,s,p,g,o,p,n,y,d
e,x,y,e,t,c,b,u,t,b,s,s,g,w,o,p,k,v,d
e,x,y,n,t,c,b,p,t,b,s,s,w,w,o,p,k,v,d
e,x,y,g,t,c,b,w,t,b,s,s,p,g,o,p,n,v,d
e,x,y,n,t,c,b,u,t,b,s,s,p,w,o,p,n,y,d
e,x,f,e,t,c,b,p,t,b,s,s,p,w,o,p,k,y,d
e,x,f,e,t,c,b,p,t,b,s,s,w,p,o,p,n,y,d
e,x,y,g,t,c,b,w,t,b,s,s,w,p,o,p,n,y,d
e,f,f,g,t,c,b,n,t,b,s,s,g,w,o,p,k,y,d
e,f,f,e,t,c,b,w,t,b,s,s,w,p,o,p,n,y,d
e,f,f,g,t,c,b,p,t,b,s,s,g,g,o,p,n,y,d
e,x,y,e,t,c,b,p,t,b,s,s,g,w,o,p,n,y,d
e,x,y,e,t,c,b,p,t,b,s,s,g,w,o,p,n,v,d
e,x,s,w,f,w,b,k,t,e,s,f,w,w,o,e,k,s,g
e,x,y,n,t,c,b,w,t,b,s,s,w,p,o,p,k,v,d
e,x,y,e,t,c,b,n,t,b,s,s,w,w,o,p,n,y,d
e,f,f,e,t,c,b,u,t,b,s,s,p,p,o,p,k,v,d
e,x,f,g,t,c,b,n,t,b,s,s,w,p,o,p,k,y,d
e,f,f,n,t,c,b,n,t,b,s,s,p,g,o,p,k,v,d
p,x,s,g,f,c,n,n,e,b,s,s,w,w,o,p,k,v,d
e,f,y,e,t,c,b,w,t,b,s,s,p,p,o,p,k,v,d
e,x,y,g,t,c,b,w,t,b,s,s,w,g,o,p,k,v,d
e,x,f,n,f,w,b,k,t,e,s,s,w,w,o,e,k,a,g
e,x,y,e,t,c,b,u,t,b,s,s,w,g,o,p,k,y,d
p,x,f,w,f,w,n,u,e,b,s,s,w,w,o,p,n,v,d
e,x,y,e,t,c,b,p,t,b,s,s,g,p,o,p,k,v,d
e,f,f,g,t,c,b,p,t,b,s,s,p,p,o,p,k,v,d
e,f,f,n,t,c,b,u,t,b,s,s,w,g,o,p,k,v,d
e,x,y,n,t,c,b,p,t,b,s,s,p,p,o,p,k,v,d
e,f,f,n,t,c,b,u,t,b,s,s,g,g,o,p,k,v,d
e,x,f,g,t,c,b,n,t,b,s,s,w,w,o,p,n,y,d
e,f,y,n,t,c,b,n,t,b,s,s,g,p,o,p,k,v,d
e,x,y,g,t,c,b,w,t,b,s,s,g,w,o,p,n,y,d
e,f,y,n,t,c,b,p,t,b,s,s,g,p,o,p,n,y,d
e,x,f,g,t,c,b,n,t,b,s,s,p,w,o,p,n,v,d
p,x,f,g,f,c,b,h,e,b,k,k,n,p,o,l,h,y,p
e,x,y,g,t,c,b,n,t,b,s,s,w,w,o,p,n,y,d
e,x,y,g,t,c,b,w,t,b,s,s,w,w,o,p,k,v,d
e,x,f,g,t,c,b,n,t,b,s,s,p,g,o,p,k,y,d
e,x,f,e,t,c,b,p,t,b,s,s,p,p,o,p,k,y,d
e,x,f,g,t,c,b,p,t,b,s,s,w,w,o,p,k,y,d
e,x,f,g,t,c,b,p,t,b,s,s,w,p,o,p,n,y,d
e,f,f,g,t,c,b,n,t,b,s,s,g,w,o,p,n,y,d
e,x,y,e,t,c,b,n,t,b,s,s,g,g,o,p,n,y,d
e,x,f,g,t,c,b,p,t,b,s,s,g,w,o,p,n,v,d
e,x,y,e,t,c,b,u,t,b,s,s,p,p,o,p,k,v,d
e,x,f,n,t,c,b,w,t,b,s,s,p,g,o,p,k,y,d
e,x,y,g,t,c,b,u,t,b,s,s,g,g,o,p,n,v,d
e,x,y,e,t,c,b,n,t,b,s,s,w,p,o,p,n,y,d
e,f,f,n,t,c,b,p,t,b,s,s,p,p,o,p,k,y,d
e,x,f,e,t,c,b,w,t,b,s,s,w,w,o,p,k,y,d
e,f,y,n,t,c,b,u,t,b,s,s,w,g,o,p,n,v,d
e,x,y,n,t,c,b,w,t,b,s,s,g,g,o,p,k,y,d
e,x,y,g,t,c,b,u,t,b,s,s,g,p,o,p,n,v,d
e,f,f,e,t,c,b,u,t,b,s,s,p,w,o,p,k,y,d
e,x,f,g,t,c,b,u,t,b,s,s,g,p,o,p,k,y,d
e,x,y,g,t,c,b,n,t,b,s,s,p,w,o,p,k,y,d
e,x,y,g,t,c,b,w,t,b,s,s,w,w,o,p,n,y,d
p,x,f,g,f,c,b,g,e,b,k,k,b,n,o,l,h,y,p
e,x,f,g,t,c,b,p,t,b,s,s,w,g,o,p,k,v,d
e,x,f,g,t,c,b,n,t,b,s,s,g,p,o,p,n,y,d
e,x,f,n,t,c,b,p,t,b,s,s,w,w,o,p,n,v,d
e,x,f,g,t,c,b,w,t,b,s,s,g,w,o,p,n,v,d
e,f,f,n,t,c,b,n,t,b,s,s,w,w,o,p,k,y,d
e,x,y,n,t,c,b,p,t,b,s,s,g,g,o,p,k,y,d
e,x,f,e,t,c,b,p,t,b,s,s,p,w,o,p,k,v,d
e,x,y,n,t,c,b,w,t,b,s,s,g,g,o,p,k,v,d
e,f,y,g,t,c,b,w,t,b,s,s,w,w,o,p,k,v,d
e,f,f,g,t,c,b,n,t,b,s,s,g,w,o,p,n,v,d
p,x,f,g,f,c,b,h,e,b,k,k,p,b,o,l,h,v,p
e,x,f,n,t,c,b,u,t,b,s,s,p,w,o,p,n,y,d
e,x,y,n,t,c,b,u,t,b,s,s,g,g,o,p,k,y,d
e,x,f,e,t,c,b,n,t,b,s,s,g,g,o,p,n,v,d
e,x,f,n,t,c,b,u,t,b,s,s,p,g,o,p,n,v,d
e,f,f,n,t,c,b,p,t,b,s,s,w,p,o,p,n,y,d
e,x,y,g,t,c,b,w,t,b,s,s,w,g,o,p,n,v,d
e,x,y,n,t,c,b,u,t,b,s,s,w,g,o,p,k,v,d
e,x,y,e,t,c,b,p,t,b,s,s,w,w,o,p,n,y,d
e,f,f,g,t,c,b,p,t,b,s,s,w,g,o,p,k,y,d
e,x,f,g,t,c,b,w,t,b,s,s,p,p,o,p,k,v,d
e,x,y,e,t,c,b,n,t,b,s,s,p,g,o,p,n,v,d
e,x,y,e,t,c,b,u,t,b,s,s,w,w,o,p,n,v,d
e,x,f,g,t,c,b,p,t,b,s,s,p,p,o,p,k,y,d
e,x,y,n,t,c,b,p,t,b,s,s,p,g,o,p,n,v,d
e,x,f,e,t,c,b,u,t,b,s,s,p,w,o,p,k,y,d
e,f,f,n,t,c,b,n,t,b,s,s,g,p,o,p,n,y,d
e,x,f,e,t,c,b,p,t,b,s,s,w,g,o,p,n,y,d
e,f,f,n,t,c,b,n,t,b,s,s,w,p,o,p,n,v,d
e,x,y,e,t,c,b,n,t,b,s,s,p,g,o,p,k,y,d
e,x,f,n,t,c,b,n,t,b,s,s,g,w,o,p,k,y,d
e,x,f,e,t,c,b,w,t,b,s,s,w,p,o,p,n,y,d
e,x,f,e,t,c,b,w,t,b,s,s,p,g,o,p,k,v,d
e,x,f,n,t,c,b,u,t,b,s,s,g,w,o,p,k,v,d
e,x,y,n,t,c,b,n,t,b,s,s,g,w,o,p,n,y,d
e,x,y,e,t,c,b,w,t,b,s,s,w,w,o,p,n,y,d
e,f,f,n,t,c,b,u,t,b,s,s,p,g,o,p,n,y,d
e,x,y,n,t,c,b,u,t,b,s,s,p,w,o,p,k,y,d
e,x,y,e,t,c,b,u,t,b,s,s,w,g,o,p,n,v,d
e,f,f,g,f,w,b,n,t,e,f,s,w,w,o,e,n,s,g
e,x,y,e,t,c,b,w,t,b,s,s,w,g,o,p,k,v,d
e,x,y,e,t,c,b,p,t,b,s,s,g,g,o,p,n,y,d
e,f,f,n,t,c,b,u,t,b,s,s,g,p,o,p,n,y,d
e,f,f,n,t,c,b,n,t,b,s,s,g,g,o,p,k,y,d
e,x,f,g,t,c,b,u,t,b,s,s,p,p,o,p,k,v,d
e,x,y,g,t,c,b,w,t,b,s,s,w,p,o,p,k,v,d
e,x,f,n,t,c,b,u,t,b,s,s,w,p,o,p,n,y,d
e,f,f,n,t,c,b,w,t,b,s,s,p,w,o,p,n,y,d
e,x,y,n,t,c,b,u,t,b,s,s,p,p,o,p,k,y,d
e,x,y,g,t,c,b,u,t,b,s,s,p,p,o,p,k,v,d
e,x,f,g,t,c,b,w,t,b,s,s,g,p,o,p,n,y,d
e,x,y,e,t,c,b,p,t,b,s,s,w,g,o,p,k,y,d
e,x,f,g,t,c,b,u,t,b,s,s,w,g,o,p,n,v,d
e,x,y,e,t,c,b,u,t,b,s,s,w,p,o,p,n,v,d
e,x,f,g,t,c,b,p,t,b,s,s,p,w,o,p,n,v,d
e,x,f,e,t,c,b,u,t,b,s,s,g,w,o,p,n,v,d
e,x,f,e,t,c,b,w,t,b,s,s,w,w,o,p,n,v,d
e,x,f,e,t,c,b,u,t,b,s,s,w,g,o,p,k,y,d
e,f,y,g,t,c,b,w,t,b,s,s,g,p,o,p,k,y,d
e,x,f,g,t,c,b,w,t,b,s,s,g,p,o,p,k,y,d
e,x,f,e,t,c,b,w,t,b,s,s,g,p,o,p,k,v,d
e,x,f,g,t,c,b,w,t,b,s,s,w,w,o,p,n,y,d
e,f,f,n,t,c,b,p,t,b,s,s,w,w,o,p,k,v,d
p,x,f,g,f,c,b,h,e,b,k,k,b,n,o,l,h,v,d
e,x,f,n,t,c,b,w,t,b,s,s,w,w,o,p,k,v,d
e,x,y,g,t,c,b,p,t,b,s,s,g,g,o,p,n,y,d
e,f,f,n,t,c,b,n,t,b,s,s,g,g,o,p,n,y,d
e,x,f,e,t,c,b,u,t,b,s,s,w,w,o,p,k,v,d
e,f,f,g,t,c,b,u,t,b,s,s,g,p,o,p,k,v,d
e,x,y,n,t,c,b,n,t,b,s,s,g,g,o,p,k,y,d
e,x,y,e,t,c,b,n,t,b,s,s,g,p,o,p,k,y,d
e,x,y,e,t,c,b,w,t,b,s,s,g,w,o,p,k,v,d
e,x,y,n,t,c,b,u,t,b,s,s,w,p,o,p,n,v,d
e,x,y,n,t,c,b,n,t,b,s,s,g,p,o,p,k,v,d
p,x,y,y,f,c,b,h,e,b,k,k,b,n,o,l,h,v,p
e,f,y,n,t,c,b,u,t,b,s,s,g,g,o,p,n,y,d
p,x,f,g,f,c,b,p,e,b,k,k,b,n,o,l,h,y,d
p,x,f,g,f,w,n,g,e,b,s,s,w,w,o,p,k,s,d
e,f,f,g,t,c,b,u,t,b,s,s,p,p,o,p,n,y,d
e,f,f,e,t,c,b,u,t,b,s,s,g,p,o,p,n,v,d
e,f,y,n,t,c,b,p,t,b,s,s,w,w,o,p,k,y,d
e,f,f,e,t,c,b,p,t,b,s,s,g,w,o,p,k,y,d
p,x,f,g,f,c,b,h,e,b,k,k,p,p,o,l,h,y,p
e,f,f,g,t,c,b,w,t,b,s,s,w,w,o,p,n,v,d
e,f,y,e,t,c,b,u,t,b,s,s,p,g,o,p,k,y,d
e,f,y,e,t,c,b,u,t,b,s,s,p,g,o,p,n,y,d
p,x,f,w,f,c,n,p,e,b,s,s,w,w,o,p,n,s,d
e,x,f,e,t,c,b,u,t,b,s,s,p,g,o,p,n,y,d
e,f,y,n,t,c,b,u,t,b,s,s,w,w,o,p,k,v,d
p,x,f,g,f,c,b,g,e,b,k,k,p,n,o,l,h,v,g
p,x,f,g,f,c,b,g,e,b,k,k,p,b,o,l,h,y,p
e,f,y,e,t,c,b,p,t,b,s,s,g,w,o,p,n,v,d
e,f,y,e,t,c,b,n,t,b,s,s,g,w,o,p,k,v,d
e,f,f,n,t,c,b,w,t,b,s,s,p,w,o,p,k,v,d
e,f,f,g,t,c,b,w,t,b,s,s,w,g,o,p,k,v,d
e,f,f,e,t,c,b,w,t,b,s,s,g,g,o,p,n,y,d
e,f,y,e,t,c,b,u,t,b,s,s,g,p,o,p,n,v,d
e,f,y,e,t,c,b,w,t,b,s,s,g,p,o,p,n,y,d
e,f,y,e,t,c,b,p,t,b,s,s,g,w,o,p,k,v,d
p,x,f,p,f,w,n,u,e,b,s,s,w,w,o,p,k,s,d
p,x,f,g,f,c,b,g,e,b,k,k,n,b,o,l,h,y,d
e,f,f,e,t,c,b,p,t,b,s,s,w,p,o,p,n,y,d
e,f,y,g,t,c,b,w,t,b,s,s,g,p,o,p,k,v,d
e,f,y,g,t,c,b,w,t,b,s,s,g,w,o,p,k,v,d
e,f,f,g,t,c,b,w,t,b,s,s,w,p,o,p,n,y,d
e,f,f,e,t,c,b,u,t,b,s,s,g,p,o,p,k,y,d
e,f,y,e,t,c,b,w,t,b,s,s,p,w,o,p,n,v,d
p,f,f,g,f,c,b,h,e,b,k,k,b,p,o,l,h,v,p
e,f,y,n,t,c,b,w,t,b,s,s,g,p,o,p,n,y,d
e,f,y,e,t,c,b,p,t,b,s,s,p,p,o,p,n,v,d
p,x,f,g,f,c,n,p,e,b,s,s,w,w,o,p,n,s,d
e,f,f,e,t,c,b,p,t,b,s,s,g,p,o,p,k,y,d
e,f,y,e,t,c,b,p,t,b,s,s,w,g,o,p,k,v,d
p,x,y,y,f,c,b,p,e,b,k,k,b,p,o,l,h,v,g
p,f,f,y,f,c,b,p,e,b,k,k,p,p,o,l,h,v,d
e,f,y,n,t,c,b,u,t,b,s,s,p,g,o,p,k,v,d
e,f,y,n,t,c,b,p,t,b,s,s,w,g,o,p,k,v,d
e,f,y,g,t,c,b,w,t,b,s,s,w,w,o,p,n,v,d
e,f,y,n,t,c,b,p,t,b,s,s,w,w,o,p,n,v,d
e,x,y,e,t,c,b,n,t,b,s,s,p,p,o,p,k,v,d
p,x,s,p,f,w,n,n,e,b,s,s,w,w,o,p,n,v,d
e,f,y,n,t,c,b,p,t,b,s,s,p,w,o,p,k,y,d
e,x,y,e,t,c,b,u,t,b,s,s,p,w,o,p,k,v,d
e,f,f,e,t,c,b,p,t,b,s,s,p,p,o,p,k,y,d
e,f,y,n,t,c,b,n,t,b,s,s,g,g,o,p,k,v,d
p,x,s,w,f,c,n,p,e,b,s,s,w,w,o,p,k,v,d
e,f,f,g,t,c,b,w,t,b,s,s,w,g,o,p,n,v,d
e,f,y,g,t,c,b,u,t,b,s,s,g,p,o,p,n,y,d
e,f,y,g,t,c,b,p,t,b,s,s,p,p,o,p,n,v,d
e,f,y,n,t,c,b,p,t,b,s,s,w,w,o,p,k,v,d
p,x,s,g,f,c,n,u,e,b,s,s,w,w,o,p,n,s,d
p,x,f,p,f,c,n,n,e,b,s,s,w,w,o,p,k,s,d
e,f,y,e,t,c,b,u,t,b,s,s,g,g,o,p,k,y,d
